,cd_geocmu,data,ordem_dia,localidade,novos_casos,MM7,variacao_per_MM7_14dias,tendencia_novos_casos
416,5208509,2020-04-11,4,GOIANDIRA,0,,,
417,5208608,2020-04-11,15,GOIANÉSIA,2,1.29,,
418,5208707,2020-04-11,31,GOIÂNIA,5,"7,00",51.02,crescente
419,5209101,2020-04-11,4,GOIATUBA,0,,,
420,5209200,2020-04-11,4,GUAPÓ,0,,,
421,5211503,2020-04-11,13,ITUMBIARA,0,0.43,,
422,5211909,2020-04-11,25,JATAÍ,0,0.29,"50,00",crescente
423,5212501,2020-04-11,18,LUZIÂNIA,2,"1,00",,
424,5213756,2020-04-11,4,MONTIVIDIU,0,,,
425,5214861,2020-04-11,5,NOVA GLÓRIA,0,,,
426,5215009,2020-04-11,9,NOVA VENEZA,0,"0,00",,
427,5216304,2020-04-11,12,PARANAIGUARA,0,"0,00",,
428,5217401,2020-04-11,4,PIRES DO RIO,0,,,
429,5218391,2020-04-11,2,PROFESSOR JAMIL,0,,,
430,5218607,2020-04-11,1,RIALMA,2,,,
431,5218805,2020-04-11,31,RIO VERDE,0,0.57,"50,00",crescente
432,5220108,2020-04-11,9,SÃO LUÍS DE MONTES BELOS,0,0.14,,
433,5220454,2020-04-11,9,SENADOR CANEDO,0,"0,00",,
434,5220603,2020-04-11,18,SILVÂNIA,0,"0,00",,
435,5221403,2020-04-11,11,TRINDADE,1,0.29,,
436,5221858,2020-04-11,19,VALPARAÍSO DE GOIÁS,0,0.14,,
437,5222005,2020-04-11,5,VIANÓPOLIS,0,,,
438,5300108,2020-04-11,25,BRASÍLIA,52,19.71,-5.8,estavel
439,52,2020-04-12,32,GOIÁS,21,16.29,70.18,crescente
440,5200258,2020-04-12,16,ÁGUAS LINDAS DE GOIÁS,0,0.14,,
441,5200506,2020-04-12,2,ALOÂNDIA,0,,,
442,5201108,2020-04-12,28,ANÁPOLIS,3,1.43,"80,00",crescente
443,5201405,2020-04-12,26,APARECIDA DE GOIÂNIA,2,0.57,"75,00",crescente
444,5203302,2020-04-12,5,BELA VISTA DE GOIÁS,0,,,
445,5203500,2020-04-12,10,BOM JESUS DE GOIÁS,0,"0,00",,
446,5204508,2020-04-12,3,CALDAS NOVAS,0,,,
447,5204508,2020-04-12,4,CALDAS NOVAS,0,,,
448,5204607,2020-04-12,12,CAMPESTRE DE GOIÁS,0,"0,00",,
449,5205109,2020-04-12,22,CATALÃO,0,"0,00","0,00",estavel
450,5205497,2020-04-12,12,CIDADE OCIDENTAL,0,0.14,,
451,5208509,2020-04-12,5,GOIANDIRA,0,,,
452,5208608,2020-04-12,16,GOIANÉSIA,0,1.29,,
453,5208707,2020-04-12,32,GOIÂNIA,12,7.57,58.49,crescente
454,5209101,2020-04-12,5,GOIATUBA,0,,,
455,5209200,2020-04-12,5,GUAPÓ,0,,,
456,5210604,2020-04-12,1,ITAGUARU,1,,,
457,5211503,2020-04-12,14,ITUMBIARA,0,0.43,,
458,5211909,2020-04-12,26,JATAÍ,0,0.14,"0,00",estavel
459,5212501,2020-04-12,19,LUZIÂNIA,0,"1,00",,
460,5213756,2020-04-12,5,MONTIVIDIU,0,,,
461,5214507,2020-04-12,1,NERÓPOLIS,1,,,
462,5214861,2020-04-12,6,NOVA GLÓRIA,0,,,
463,5215009,2020-04-12,10,NOVA VENEZA,0,"0,00",,
464,5216304,2020-04-12,13,PARANAIGUARA,0,"0,00",,
465,5217401,2020-04-12,5,PIRES DO RIO,0,,,
466,5218391,2020-04-12,3,PROFESSOR JAMIL,0,,,
467,5218607,2020-04-12,2,RIALMA,0,,,
468,5218805,2020-04-12,32,RIO VERDE,2,0.71,"60,00",crescente
469,5220108,2020-04-12,10,SÃO LUÍS DE MONTES BELOS,0,0.14,,
470,5220454,2020-04-12,10,SENADOR CANEDO,0,"0,00",,
471,5220603,2020-04-12,19,SILVÂNIA,0,"0,00",,
472,5221403,2020-04-12,12,TRINDADE,0,0.29,,
473,5221858,2020-04-12,20,VALPARAÍSO DE GOIÁS,0,0.14,,
474,5222005,2020-04-12,6,VIANÓPOLIS,0,,,
475,5300108,2020-04-12,26,BRASÍLIA,0,16.43,-24.35,decrescente
476,52,2020-04-13,33,GOIÁS,6,16.29,68.42,crescente
477,5200258,2020-04-13,17,ÁGUAS LINDAS DE GOIÁS,0,0.14,,
478,5200506,2020-04-13,3,ALOÂNDIA,0,,,
479,5201108,2020-04-13,29,ANÁPOLIS,0,1.43,"80,00",crescente
480,5201207,2020-04-13,4,ANHANGUERA,0,,,
481,5201405,2020-04-13,27,APARECIDA DE GOIÂNIA,0,0.57,"100,00",crescente
482,5203302,2020-04-13,6,BELA VISTA DE GOIÁS,0,,,
483,5203500,2020-04-13,11,BOM JESUS DE GOIÁS,0,"0,00",,
484,5204508,2020-04-13,5,CALDAS NOVAS,0,,,
485,5204607,2020-04-13,13,CAMPESTRE DE GOIÁS,0,"0,00",,
486,5205109,2020-04-13,23,CATALÃO,0,"0,00","0,00",estavel
487,5205497,2020-04-13,13,CIDADE OCIDENTAL,0,0.14,,
488,5208004,2020-04-13,1,FORMOSA,1,,,
489,5208509,2020-04-13,6,GOIANDIRA,0,,,
490,5208608,2020-04-13,17,GOIANÉSIA,0,1.29,,
491,5208707,2020-04-13,33,GOIÂNIA,4,8.14,59.65,crescente
492,5209101,2020-04-13,6,GOIATUBA,0,,,
493,5209200,2020-04-13,6,GUAPÓ,0,,,
494,5210604,2020-04-13,2,ITAGUARU,0,,,
495,5211503,2020-04-13,15,ITUMBIARA,0,0.43,,
496,5211909,2020-04-13,27,JATAÍ,0,0.14,"0,00",estavel
497,5212501,2020-04-13,20,LUZIÂNIA,0,0.29,,
498,5213756,2020-04-13,6,MONTIVIDIU,0,,,
499,5214507,2020-04-13,2,NERÓPOLIS,0,,,
500,5214861,2020-04-13,7,NOVA GLÓRIA,0,0.14,,
501,5215009,2020-04-13,11,NOVA VENEZA,0,"0,00",,
502,5216304,2020-04-13,14,PARANAIGUARA,0,"0,00",,
503,5216403,2020-04-13,1,PARAÚNA,1,,,
504,5217401,2020-04-13,6,PIRES DO RIO,0,,,
505,5218391,2020-04-13,4,PROFESSOR JAMIL,0,,,
506,5218607,2020-04-13,3,RIALMA,0,,,
507,5218805,2020-04-13,33,RIO VERDE,0,0.71,"60,00",crescente
508,5220108,2020-04-13,11,SÃO LUÍS DE MONTES BELOS,0,0.14,,
509,5220454,2020-04-13,11,SENADOR CANEDO,0,"0,00",,
510,5220603,2020-04-13,20,SILVÂNIA,0,"0,00",,
511,5221403,2020-04-13,13,TRINDADE,0,0.29,,
512,5221858,2020-04-13,21,VALPARAÍSO DE GOIÁS,0,"0,00",-Inf,decrescente
513,5222005,2020-04-13,7,VIANÓPOLIS,0,0.14,,
514,5300108,2020-04-13,27,BRASÍLIA,59,23.29,7.36,estavel
515,52,2020-04-14,34,GOIÁS,51,21.57,75.5,crescente
516,5200258,2020-04-14,18,ÁGUAS LINDAS DE GOIÁS,0,0.14,,
517,5200506,2020-04-14,4,ALOÂNDIA,0,,,
518,5201108,2020-04-14,30,ANÁPOLIS,2,1.29,88.89,crescente
519,5201207,2020-04-14,5,ANHANGUERA,0,,,
520,5201405,2020-04-14,28,APARECIDA DE GOIÂNIA,1,0.71,"100,00",crescente
521,5203302,2020-04-14,7,BELA VISTA DE GOIÁS,0,0.14,,
522,5203500,2020-04-14,12,BOM JESUS DE GOIÁS,0,"0,00",,
523,5204508,2020-04-14,6,CALDAS NOVAS,0,,,
524,5204607,2020-04-14,14,CAMPESTRE DE GOIÁS,0,"0,00",,
525,5205109,2020-04-14,24,CATALÃO,0,"0,00","0,00",estavel
526,5205497,2020-04-14,14,CIDADE OCIDENTAL,0,"0,00",,
527,5207535,2020-04-14,1,FAINA,1,,,
528,5208004,2020-04-14,2,FORMOSA,2,,,
529,5208509,2020-04-14,7,GOIANDIRA,0,0.14,,
530,5208608,2020-04-14,18,GOIANÉSIA,6,1.57,,
531,5208707,2020-04-14,34,GOIÂNIA,30,"12,00",71.43,crescente
532,5208806,2020-04-14,1,GOIANIRA,1,,,
533,5209101,2020-04-14,7,GOIATUBA,0,0.14,,
534,5209200,2020-04-14,7,GUAPÓ,0,0.14,,
535,5210604,2020-04-14,3,ITAGUARU,0,,,
536,5211503,2020-04-14,16,ITUMBIARA,0,0.43,,
537,5211909,2020-04-14,28,JATAÍ,1,0.29,"50,00",crescente
538,5212501,2020-04-14,21,LUZIÂNIA,0,0.29,"50,00",crescente
539,5213756,2020-04-14,7,MONTIVIDIU,0,0.14,,
540,5213806,2020-04-14,1,MORRINHOS,1,,,
541,5214507,2020-04-14,3,NERÓPOLIS,0,,,
542,5214861,2020-04-14,8,NOVA GLÓRIA,0,"0,00",,
543,5215009,2020-04-14,12,NOVA VENEZA,0,"0,00",,
544,5216304,2020-04-14,15,PARANAIGUARA,0,"0,00",,
545,5216403,2020-04-14,2,PARAÚNA,0,,,
546,5217401,2020-04-14,7,PIRES DO RIO,2,0.43,,
547,5218391,2020-04-14,5,PROFESSOR JAMIL,2,,,
548,5218607,2020-04-14,4,RIALMA,1,,,
549,5218805,2020-04-14,34,RIO VERDE,0,0.71,"60,00",crescente
550,5220108,2020-04-14,12,SÃO LUÍS DE MONTES BELOS,0,"0,00",,
551,5220454,2020-04-14,12,SENADOR CANEDO,0,"0,00",,
552,5220603,2020-04-14,21,SILVÂNIA,0,"0,00","0,00",estavel
553,5221403,2020-04-14,14,TRINDADE,1,0.43,,
554,5221858,2020-04-14,22,VALPARAÍSO DE GOIÁS,0,"0,00",-Inf,decrescente
555,5222005,2020-04-14,8,VIANÓPOLIS,0,"0,00",,
556,5300108,2020-04-14,28,BRASÍLIA,13,22.71,-7.55,estavel
557,52,2020-04-15,35,GOIÁS,20,21.29,72.48,crescente
558,5200258,2020-04-15,19,ÁGUAS LINDAS DE GOIÁS,0,0.14,,
559,5200506,2020-04-15,5,ALOÂNDIA,0,,,
560,5201108,2020-04-15,31,ANÁPOLIS,0,1.14,87.5,crescente
561,5201207,2020-04-15,6,ANHANGUERA,0,,,
562,5201405,2020-04-15,29,APARECIDA DE GOIÂNIA,0,0.71,"100,00",crescente
563,5201801,2020-04-15,1,ARAGOIÂNIA,1,,,
564,5203302,2020-04-15,8,BELA VISTA DE GOIÁS,0,"0,00",,
565,5203500,2020-04-15,13,BOM JESUS DE GOIÁS,0,"0,00",,
566,5204508,2020-04-15,7,CALDAS NOVAS,0,0.14,,
567,5204607,2020-04-15,15,CAMPESTRE DE GOIÁS,0,"0,00",,
568,5205109,2020-04-15,25,CATALÃO,0,"0,00","0,00",estavel
569,5205497,2020-04-15,15,CIDADE OCIDENTAL,0,"0,00",,
570,5207535,2020-04-15,2,FAINA,0,,,
571,5208004,2020-04-15,3,FORMOSA,0,,,
572,5208509,2020-04-15,8,GOIANDIRA,0,"0,00",,
573,5208608,2020-04-15,19,GOIANÉSIA,0,1.29,,
574,5208707,2020-04-15,35,GOIÂNIA,16,"13,00",70.33,crescente
575,5208806,2020-04-15,2,GOIANIRA,0,,,
576,5209101,2020-04-15,8,GOIATUBA,0,"0,00",,
577,5209200,2020-04-15,8,GUAPÓ,0,"0,00",,
578,5210604,2020-04-15,4,ITAGUARU,0,,,
579,5211503,2020-04-15,17,ITUMBIARA,2,0.57,,
580,5211909,2020-04-15,29,JATAÍ,-1,0.14,"0,00",estavel
581,5212501,2020-04-15,22,LUZIÂNIA,0,0.29,"100,00",crescente
582,5213756,2020-04-15,8,MONTIVIDIU,0,"0,00",,
583,5213806,2020-04-15,2,MORRINHOS,0,,,
584,5214507,2020-04-15,4,NERÓPOLIS,0,,,
585,5214861,2020-04-15,9,NOVA GLÓRIA,0,"0,00",,
586,5215009,2020-04-15,13,NOVA VENEZA,0,"0,00",,
587,5216304,2020-04-15,16,PARANAIGUARA,0,"0,00",,
588,5216403,2020-04-15,3,PARAÚNA,0,,,
589,5217401,2020-04-15,8,PIRES DO RIO,0,0.29,,
590,5218391,2020-04-15,6,PROFESSOR JAMIL,0,,,
591,5218607,2020-04-15,5,RIALMA,0,,,
592,5218805,2020-04-15,35,RIO VERDE,0,0.57,"75,00",crescente
593,5219753,2020-04-15,1,SANTO ANTÔNIO DO DESCOBERTO,1,,,
594,5220108,2020-04-15,13,SÃO LUÍS DE MONTES BELOS,0,"0,00",,
595,5220454,2020-04-15,13,SENADOR CANEDO,0,"0,00",,
596,5220603,2020-04-15,22,SILVÂNIA,0,"0,00","0,00",estavel
597,5221403,2020-04-15,15,TRINDADE,1,0.43,,
598,5221858,2020-04-15,23,VALPARAÍSO DE GOIÁS,0,"0,00",-Inf,decrescente
599,5222005,2020-04-15,9,VIANÓPOLIS,0,"0,00",,
600,5300108,2020-04-15,29,BRASÍLIA,31,24.71,-3.47,estavel
601,52,2020-04-16,36,GOIÁS,14,20.43,75.52,crescente
602,5200258,2020-04-16,20,ÁGUAS LINDAS DE GOIÁS,0,0.14,,
603,5200506,2020-04-16,6,ALOÂNDIA,0,,,
604,5201108,2020-04-16,32,ANÁPOLIS,4,1.71,91.67,crescente
605,5201207,2020-04-16,7,ANHANGUERA,0,0.14,,
606,5201405,2020-04-16,30,APARECIDA DE GOIÂNIA,1,0.86,"100,00",crescente
607,5201801,2020-04-16,2,ARAGOIÂNIA,0,,,
608,5203302,2020-04-16,9,BELA VISTA DE GOIÁS,0,"0,00",,
609,5203500,2020-04-16,14,BOM JESUS DE GOIÁS,0,"0,00",,
610,5204508,2020-04-16,8,CALDAS NOVAS,0,"0,00",,
611,5204607,2020-04-16,16,CAMPESTRE DE GOIÁS,0,"0,00",,
612,5205109,2020-04-16,26,CATALÃO,0,"0,00","0,00",estavel
613,5205497,2020-04-16,16,CIDADE OCIDENTAL,0,"0,00",,
614,5207535,2020-04-16,3,FAINA,0,,,
615,5208004,2020-04-16,4,FORMOSA,0,,,
616,5208509,2020-04-16,9,GOIANDIRA,0,"0,00",,
617,5208608,2020-04-16,20,GOIANÉSIA,1,1.29,,
618,5208707,2020-04-16,36,GOIÂNIA,6,11.43,72.5,crescente
619,5208806,2020-04-16,3,GOIANIRA,0,,,
620,5209101,2020-04-16,9,GOIATUBA,0,"0,00",,
621,5209200,2020-04-16,9,GUAPÓ,0,"0,00",,
622,5210604,2020-04-16,5,ITAGUARU,0,,,
623,5211503,2020-04-16,18,ITUMBIARA,1,0.71,,
624,5211909,2020-04-16,30,JATAÍ,0,0.14,"0,00",estavel
625,5212501,2020-04-16,23,LUZIÂNIA,0,0.29,"100,00",crescente
626,5213756,2020-04-16,9,MONTIVIDIU,0,"0,00",,
627,5214507,2020-04-16,5,NERÓPOLIS,0,,,
628,5214861,2020-04-16,10,NOVA GLÓRIA,0,"0,00",,
629,5215009,2020-04-16,14,NOVA VENEZA,0,"0,00",,
630,5216304,2020-04-16,17,PARANAIGUARA,0,"0,00",,
631,5216403,2020-04-16,4,PARAÚNA,0,,,
632,5217401,2020-04-16,9,PIRES DO RIO,0,0.29,,
633,5218391,2020-04-16,7,PROFESSOR JAMIL,1,0.57,,
634,5218607,2020-04-16,6,RIALMA,0,,,
635,5218805,2020-04-16,36,RIO VERDE,0,0.43,66.67,crescente
636,5219753,2020-04-16,2,SANTO ANTÔNIO DO DESCOBERTO,0,,,
637,5220108,2020-04-16,14,SÃO LUÍS DE MONTES BELOS,0,"0,00",,
638,5220454,2020-04-16,14,SENADOR CANEDO,1,0.14,,
639,5220603,2020-04-16,23,SILVÂNIA,0,"0,00","0,00",estavel
640,5221403,2020-04-16,16,TRINDADE,0,0.43,,
641,5221858,2020-04-16,24,VALPARAÍSO DE GOIÁS,0,"0,00",-Inf,decrescente
642,5222005,2020-04-16,10,VIANÓPOLIS,0,"0,00",,
643,5300108,2020-04-16,30,BRASÍLIA,34,"27,00",-6.88,estavel
644,52,2020-04-17,37,GOIÁS,17,"21,00",70.07,crescente
645,5200258,2020-04-17,21,ÁGUAS LINDAS DE GOIÁS,0,"0,00",-Inf,decrescente
646,5200506,2020-04-17,7,ALOÂNDIA,0,0.14,,
647,5201108,2020-04-17,33,ANÁPOLIS,2,"2,00",92.86,crescente
648,5201207,2020-04-17,8,ANHANGUERA,0,"0,00",,
649,5201405,2020-04-17,31,APARECIDA DE GOIÂNIA,1,0.86,66.67,crescente
650,5201801,2020-04-17,3,ARAGOIÂNIA,0,,,
651,5203302,2020-04-17,10,BELA VISTA DE GOIÁS,0,"0,00",,
652,5203500,2020-04-17,15,BOM JESUS DE GOIÁS,0,"0,00",,
653,5204508,2020-04-17,9,CALDAS NOVAS,0,"0,00",,
654,5204607,2020-04-17,17,CAMPESTRE DE GOIÁS,0,"0,00",,
655,5205000,2020-04-17,1,CARMO DO RIO VERDE,1,,,
656,5205109,2020-04-17,27,CATALÃO,0,"0,00","0,00",estavel
657,5205406,2020-04-17,1,CERES,1,,,
658,5205497,2020-04-17,17,CIDADE OCIDENTAL,0,"0,00",,
659,5207535,2020-04-17,4,FAINA,0,,,
660,5208004,2020-04-17,5,FORMOSA,0,,,
661,5208509,2020-04-17,10,GOIANDIRA,0,"0,00",,
662,5208608,2020-04-17,21,GOIANÉSIA,5,"2,00",92.86,crescente
663,5208707,2020-04-17,37,GOIÂNIA,6,11.29,69.62,crescente
664,5208806,2020-04-17,4,GOIANIRA,0,,,
665,5209101,2020-04-17,10,GOIATUBA,0,"0,00",,
666,5209200,2020-04-17,10,GUAPÓ,0,"0,00",,
667,5210604,2020-04-17,6,ITAGUARU,0,,,
668,5211503,2020-04-17,19,ITUMBIARA,0,0.43,,
669,5211909,2020-04-17,31,JATAÍ,0,0.14,"0,00",estavel
670,5212501,2020-04-17,24,LUZIÂNIA,0,0.29,"100,00",crescente
671,5213756,2020-04-17,10,MONTIVIDIU,0,"0,00",,
672,5214507,2020-04-17,6,NERÓPOLIS,0,,,
673,5214861,2020-04-17,11,NOVA GLÓRIA,0,"0,00",,
674,5215009,2020-04-17,15,NOVA VENEZA,0,"0,00",,
675,5216304,2020-04-17,18,PARANAIGUARA,0,"0,00",,
676,5216403,2020-04-17,5,PARAÚNA,0,,,
677,5217401,2020-04-17,10,PIRES DO RIO,0,0.29,,
678,5218391,2020-04-17,8,PROFESSOR JAMIL,0,0.43,,
679,5218607,2020-04-17,7,RIALMA,1,0.57,,
680,5218805,2020-04-17,37,RIO VERDE,0,0.29,"50,00",crescente
681,5219753,2020-04-17,3,SANTO ANTÔNIO DO DESCOBERTO,0,,,
682,5220108,2020-04-17,15,SÃO LUÍS DE MONTES BELOS,0,"0,00",,
683,5220454,2020-04-17,15,SENADOR CANEDO,0,0.14,,
684,5220603,2020-04-17,24,SILVÂNIA,0,"0,00","0,00",estavel
685,5221403,2020-04-17,17,TRINDADE,0,0.43,,
686,5221858,2020-04-17,25,VALPARAÍSO DE GOIÁS,0,"0,00",-Inf,decrescente
687,5222005,2020-04-17,11,VIANÓPOLIS,0,"0,00",,
688,5300108,2020-04-17,31,BRASÍLIA,30,31.29,16.89,crescente
689,52,2020-04-18,38,GOIÁS,41,24.29,72.94,crescente
690,5200258,2020-04-18,22,ÁGUAS LINDAS DE GOIÁS,0,"0,00","0,00",estavel
691,5200506,2020-04-18,8,ALOÂNDIA,0,"0,00",,
692,5201108,2020-04-18,34,ANÁPOLIS,3,"2,00",85.71,crescente
693,5201207,2020-04-18,9,ANHANGUERA,0,"0,00",,
694,5201405,2020-04-18,32,APARECIDA DE GOIÂNIA,-2,0.71,"60,00",crescente
695,5201801,2020-04-18,4,ARAGOIÂNIA,0,,,
696,5203302,2020-04-18,11,BELA VISTA DE GOIÁS,0,"0,00",,
697,5203500,2020-04-18,16,BOM JESUS DE GOIÁS,0,"0,00",,
698,5204508,2020-04-18,10,CALDAS NOVAS,0,"0,00",,
699,5204607,2020-04-18,18,CAMPESTRE DE GOIÁS,0,"0,00",,
700,5205000,2020-04-18,2,CARMO DO RIO VERDE,0,,,
701,5205109,2020-04-18,28,CATALÃO,0,"0,00","0,00",estavel
702,5205406,2020-04-18,2,CERES,1,,,
703,5205497,2020-04-18,18,CIDADE OCIDENTAL,0,"0,00",,
704,5207535,2020-04-18,5,FAINA,0,,,
705,5208004,2020-04-18,6,FORMOSA,0,,,
706,5208509,2020-04-18,11,GOIANDIRA,0,"0,00",,
707,5208608,2020-04-18,22,GOIANÉSIA,0,1.71,"100,00",crescente
708,5208707,2020-04-18,38,GOIÂNIA,38,"16,00",71.43,crescente
709,5208806,2020-04-18,5,GOIANIRA,0,,,
710,5209101,2020-04-18,11,GOIATUBA,0,"0,00",,
711,5209200,2020-04-18,11,GUAPÓ,0,"0,00",,
712,5210604,2020-04-18,7,ITAGUARU,0,0.14,,
713,5211503,2020-04-18,20,ITUMBIARA,0,0.43,,
714,5211909,2020-04-18,32,JATAÍ,0,0.14,"100,00",crescente
715,5212501,2020-04-18,25,LUZIÂNIA,0,"0,00","0,00",estavel
716,5213756,2020-04-18,11,MONTIVIDIU,0,"0,00",,
717,5214507,2020-04-18,7,NERÓPOLIS,0,0.14,,
718,5214861,2020-04-18,12,NOVA GLÓRIA,0,"0,00",,
719,5215009,2020-04-18,16,NOVA VENEZA,0,"0,00",,
720,5216304,2020-04-18,19,PARANAIGUARA,0,"0,00",,
721,5216403,2020-04-18,6,PARAÚNA,0,,,
722,5217401,2020-04-18,11,PIRES DO RIO,0,0.29,,
723,5218391,2020-04-18,9,PROFESSOR JAMIL,1,0.57,,
724,5218607,2020-04-18,8,RIALMA,0,0.29,,
725,5218805,2020-04-18,38,RIO VERDE,0,0.29,"100,00",crescente
726,5219753,2020-04-18,4,SANTO ANTÔNIO DO DESCOBERTO,0,,,
727,5220108,2020-04-18,16,SÃO LUÍS DE MONTES BELOS,0,"0,00",,
728,5220454,2020-04-18,16,SENADOR CANEDO,0,0.14,,
729,5220603,2020-04-18,25,SILVÂNIA,0,"0,00","0,00",estavel
730,5221403,2020-04-18,18,TRINDADE,0,0.29,,
731,5221858,2020-04-18,26,VALPARAÍSO DE GOIÁS,0,"0,00",-Inf,decrescente
732,5222005,2020-04-18,12,VIANÓPOLIS,0,"0,00",,
733,5300108,2020-04-18,32,BRASÍLIA,16,26.14,"0,00",estavel
734,52,2020-04-19,39,GOIÁS,17,23.71,65.06,crescente
735,5200258,2020-04-19,23,ÁGUAS LINDAS DE GOIÁS,0,"0,00","0,00",estavel
736,5200506,2020-04-19,9,ALOÂNDIA,0,"0,00",,
737,5201108,2020-04-19,35,ANÁPOLIS,1,1.71,66.67,crescente
738,5201207,2020-04-19,10,ANHANGUERA,0,"0,00",,
739,5201405,2020-04-19,33,APARECIDA DE GOIÂNIA,6,1.29,77.78,crescente
740,5201801,2020-04-19,5,ARAGOIÂNIA,0,,,
741,5203302,2020-04-19,12,BELA VISTA DE GOIÁS,0,"0,00",,
742,5203500,2020-04-19,17,BOM JESUS DE GOIÁS,0,"0,00",,
743,5204508,2020-04-19,11,CALDAS NOVAS,0,"0,00",,
744,5204607,2020-04-19,19,CAMPESTRE DE GOIÁS,0,"0,00",,
745,5205000,2020-04-19,3,CARMO DO RIO VERDE,0,,,
746,5205109,2020-04-19,29,CATALÃO,0,"0,00","0,00",estavel
747,5205406,2020-04-19,3,CERES,0,,,
748,5205497,2020-04-19,19,CIDADE OCIDENTAL,0,"0,00",,
749,5207535,2020-04-19,6,FAINA,0,,,
750,5208004,2020-04-19,7,FORMOSA,0,0.43,,
751,5208509,2020-04-19,12,GOIANDIRA,0,"0,00",,
752,5208608,2020-04-19,23,GOIANÉSIA,0,1.71,"100,00",crescente
753,5208707,2020-04-19,39,GOIÂNIA,5,"15,00",61.9,crescente
754,5208806,2020-04-19,6,GOIANIRA,0,,,
755,5209101,2020-04-19,12,GOIATUBA,0,"0,00",,
756,5209200,2020-04-19,12,GUAPÓ,0,"0,00",,
757,5210000,2020-04-19,1,INHUMAS,1,,,
758,5210604,2020-04-19,8,ITAGUARU,1,0.14,,
759,5211503,2020-04-19,21,ITUMBIARA,0,0.43,33.33,crescente
760,5211909,2020-04-19,33,JATAÍ,0,0.14,"0,00",estavel
761,5212501,2020-04-19,26,LUZIÂNIA,2,0.29,"100,00",crescente
762,5213756,2020-04-19,12,MONTIVIDIU,0,"0,00",,
763,5214507,2020-04-19,8,NERÓPOLIS,0,"0,00",,
764,5214861,2020-04-19,13,NOVA GLÓRIA,0,"0,00",,
765,5215009,2020-04-19,17,NOVA VENEZA,0,"0,00",,
766,5216304,2020-04-19,20,PARANAIGUARA,0,"0,00",,
767,5216403,2020-04-19,7,PARAÚNA,0,0.14,,
768,5217401,2020-04-19,12,PIRES DO RIO,0,0.29,,
769,5218391,2020-04-19,10,PROFESSOR JAMIL,0,0.57,,
770,5218607,2020-04-19,9,RIALMA,0,0.29,,
771,5218805,2020-04-19,39,RIO VERDE,0,"0,00",-Inf,decrescente
772,5219753,2020-04-19,5,SANTO ANTÔNIO DO DESCOBERTO,0,,,
773,5220108,2020-04-19,17,SÃO LUÍS DE MONTES BELOS,0,"0,00",,
774,5220454,2020-04-19,17,SENADOR CANEDO,0,0.14,,
775,5220603,2020-04-19,26,SILVÂNIA,0,"0,00","0,00",estavel
776,5221403,2020-04-19,19,TRINDADE,0,0.29,,
777,5221858,2020-04-19,27,VALPARAÍSO DE GOIÁS,1,0.14,"-200,00",decrescente
778,5222005,2020-04-19,13,VIANÓPOLIS,0,"0,00",,
779,5300108,2020-04-19,33,BRASÍLIA,65,35.43,17.74,crescente
780,52,2020-04-20,40,GOIÁS,10,24.29,64.71,crescente
781,5200258,2020-04-20,24,ÁGUAS LINDAS DE GOIÁS,1,0.14,"100,00",crescente
782,5200506,2020-04-20,10,ALOÂNDIA,0,"0,00",,
783,5201108,2020-04-20,36,ANÁPOLIS,4,2.29,"75,00",crescente
784,5201207,2020-04-20,11,ANHANGUERA,0,"0,00",,
785,5201405,2020-04-20,34,APARECIDA DE GOIÂNIA,0,1.29,77.78,crescente
786,5201801,2020-04-20,6,ARAGOIÂNIA,0,,,
787,5203302,2020-04-20,13,BELA VISTA DE GOIÁS,0,"0,00",,
788,5203500,2020-04-20,18,BOM JESUS DE GOIÁS,0,"0,00",,
789,5204508,2020-04-20,12,CALDAS NOVAS,0,"0,00",,
790,5204607,2020-04-20,20,CAMPESTRE DE GOIÁS,0,"0,00",,
791,5205000,2020-04-20,4,CARMO DO RIO VERDE,0,,,
792,5205109,2020-04-20,30,CATALÃO,0,"0,00","0,00",estavel
793,5205406,2020-04-20,4,CERES,0,,,
794,5205497,2020-04-20,20,CIDADE OCIDENTAL,2,0.29,,
795,5207535,2020-04-20,7,FAINA,0,0.14,,
796,5208004,2020-04-20,8,FORMOSA,1,0.43,,
797,5208509,2020-04-20,13,GOIANDIRA,0,"0,00",,
798,5208608,2020-04-20,24,GOIANÉSIA,2,"2,00","100,00",crescente
799,5208707,2020-04-20,40,GOIÂNIA,-1,14.43,62.38,crescente
800,5208806,2020-04-20,7,GOIANIRA,0,0.14,,
801,5209101,2020-04-20,13,GOIATUBA,0,"0,00",,
802,5209200,2020-04-20,13,GUAPÓ,0,"0,00",,
803,5210000,2020-04-20,2,INHUMAS,0,,,
804,5210604,2020-04-20,9,ITAGUARU,0,0.14,,
805,5211503,2020-04-20,22,ITUMBIARA,0,0.43,"100,00",crescente
806,5211909,2020-04-20,34,JATAÍ,0,0.14,"0,00",estavel
807,5212501,2020-04-20,27,LUZIÂNIA,0,0.29,"-150,00",decrescente
808,5213756,2020-04-20,13,MONTIVIDIU,0,"0,00",,
809,5214507,2020-04-20,9,NERÓPOLIS,0,"0,00",,
810,5214861,2020-04-20,14,NOVA GLÓRIA,0,"0,00",,
811,5215009,2020-04-20,18,NOVA VENEZA,0,"0,00",,
812,5216304,2020-04-20,21,PARANAIGUARA,0,"0,00",-Inf,decrescente
